Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student92,Roll92,8.85297914889198,"Backtracking, Hashing, Greedy Algorithms, Array, Searching Algorithms, Bit Manipulation, Linked List, String Algorithms, Graph Algorithms, Divide and Conquer, Dynamic Programming, Tree Algorithms, Recursion","Graph Theory, Calculus, Probability, Linear Algebra, Logic, Mathematics, Number Theory, Statistics, Complexity Analysis, Numerical Analysis, Discrete Mathematics, Differential Equations, Set Theory","Go, Rust, Swift, Java",1,2,5,100
Student93,Roll93,9.04314019446759,"Recursion, Stacks and Queues, Backtracking, Dynamic Programming, Array, Greedy Algorithms, Sorting Algorithms, Linked List","Complexity Analysis, Probability, Discrete Mathematics","C#, TypeScript, Python, Go, Rust",0,1,7,100
Student94,Roll94,8.245108790277985,Bit Manipulation,"Calculus, Numerical Analysis, Mathematics, Data Structures, Algorithms, Statistics, Discrete Mathematics","C++, Rust, TypeScript, PHP",0,3,8,48
Student95,Roll95,9.083868719818245,"Greedy Algorithms, Graph Algorithms, Tree Algorithms, Sorting Algorithms, String Algorithms, Divide and Conquer, Array, Stacks and Queues, Bit Manipulation, Linked List, Backtracking, Hashing, Recursion","Statistics, Complexity Analysis, Logic, Discrete Mathematics","C++, Swift, Ruby",0,0,3,75
Student96,Roll96,7.975182385457563,"Array, Backtracking, Divide and Conquer, Bit Manipulation","Algorithms, Mathematics, Numerical Analysis, Differential Equations, Number Theory, Discrete Mathematics, Statistics, Graph Theory, Data Structures, Logic, Complexity Analysis, Probability, Calculus","Rust, Swift, Ruby, C++, JavaScript",0,1,5,76
Student97,Roll97,8.090931317527977,"Recursion, Divide and Conquer, Array, Searching Algorithms, Dynamic Programming, Sorting Algorithms","Discrete Mathematics, Graph Theory, Data Structures, Calculus","C#, Kotlin, Java",1,2,2,100
Student98,Roll98,7.710164073434198,"Divide and Conquer, Linked List, Stacks and Queues, Searching Algorithms","Linear Algebra, Statistics, Discrete Mathematics, Complexity Analysis, Data Structures, Numerical Analysis, Mathematics, Logic, Differential Equations, Algorithms, Set Theory, Graph Theory, Calculus","C#, C++, Swift, Ruby",0,3,8,31
Student99,Roll99,6.10167650697638,"Greedy Algorithms, Searching Algorithms","Mathematics, Probability, Calculus","Swift, PHP, Go, JavaScript, TypeScript",0,0,7,44
Student100,Roll100,6.431565707973218,"Greedy Algorithms, Tree Algorithms, Hashing, Divide and Conquer","Data Structures, Probability, Logic, Complexity Analysis, Number Theory, Mathematics, Discrete Mathematics, Numerical Analysis, Algorithms, Linear Algebra","Python, Swift, JavaScript, Rust, Java",1,3,0,39
Student101,Roll101,6.125716742746937,"Sorting Algorithms, Linked List, Tree Algorithms, Backtracking, Greedy Algorithms, Graph Algorithms, String Algorithms, Divide and Conquer, Dynamic Programming, Stacks and Queues, Recursion","Set Theory, Mathematics, Logic","Ruby, Go, C#, C++, Rust",1,0,1,64
Student102,Roll102,8.545641645055122,"Stacks and Queues, Bit Manipulation, Recursion, Linked List, Divide and Conquer, String Algorithms, Greedy Algorithms, Hashing, Array, Graph Algorithms","Probability, Linear Algebra, Mathematics, Set Theory, Graph Theory, Algorithms, Number Theory, Discrete Mathematics, Complexity Analysis, Differential Equations, Data Structures, Calculus, Numerical Analysis, Statistics","C++, Rust",0,0,9,62
Student103,Roll103,7.257423924305307,"Searching Algorithms, Sorting Algorithms, Hashing, Array, Dynamic Programming, String Algorithms, Greedy Algorithms, Recursion, Linked List, Bit Manipulation, Stacks and Queues, Backtracking, Divide and Conquer","Discrete Mathematics, Number Theory, Set Theory, Mathematics, Statistics, Data Structures, Calculus, Differential Equations, Probability, Logic",Java,1,4,8,100
Student104,Roll104,8.034282764658812,"Greedy Algorithms, Tree Algorithms, Recursion, Searching Algorithms, Bit Manipulation","Graph Theory, Probability, Logic, Statistics, Differential Equations, Numerical Analysis, Discrete Mathematics, Calculus, Mathematics, Number Theory, Set Theory, Algorithms, Complexity Analysis, Data Structures, Linear Algebra","PHP, Kotlin, TypeScript",0,2,9,100
Student105,Roll105,9.630265895704373,"Array, Graph Algorithms, String Algorithms, Sorting Algorithms, Backtracking, Hashing, Tree Algorithms, Linked List, Stacks and Queues, Greedy Algorithms, Dynamic Programming, Searching Algorithms, Recursion, Divide and Conquer","Probability, Logic, Mathematics, Discrete Mathematics, Data Structures, Linear Algebra, Numerical Analysis, Differential Equations, Statistics","C++, Ruby, TypeScript, Python, Java",1,1,2,93
Student106,Roll106,6.9971689165955,"Dynamic Programming, Recursion, Searching Algorithms, Linked List, Tree Algorithms, Array, Sorting Algorithms, Stacks and Queues, Hashing, Backtracking, Greedy Algorithms, Bit Manipulation","Calculus, Logic, Graph Theory, Set Theory, Algorithms, Number Theory, Linear Algebra, Data Structures, Mathematics, Probability","Go, PHP",1,4,2,60
Student107,Roll107,7.641531692142519,"Divide and Conquer, Hashing, String Algorithms, Recursion","Statistics, Data Structures, Logic, Differential Equations, Complexity Analysis, Discrete Mathematics, Algorithms, Number Theory","Ruby, C++, C#, Python, Java",0,4,9,70
Student108,Roll108,9.022204554172195,"Graph Algorithms, Hashing, Backtracking, Searching Algorithms, Array, Bit Manipulation, Stacks and Queues, Divide and Conquer, Tree Algorithms, String Algorithms, Recursion, Dynamic Programming, Linked List, Greedy Algorithms, Sorting Algorithms","Data Structures, Logic, Set Theory, Discrete Mathematics, Calculus, Complexity Analysis, Statistics, Algorithms, Mathematics, Number Theory, Linear Algebra, Graph Theory","Python, C#, Java",1,3,8,68
Student109,Roll109,6.91519266196649,"Sorting Algorithms, Stacks and Queues","Linear Algebra, Graph Theory, Probability, Set Theory, Algorithms, Mathematics, Statistics, Complexity Analysis",TypeScript,0,0,2,100
Student110,Roll110,6.3079196393151715,"Recursion, Graph Algorithms, Stacks and Queues, Bit Manipulation, Greedy Algorithms, Divide and Conquer, Linked List, Hashing, String Algorithms","Statistics, Differential Equations, Numerical Analysis, Probability, Linear Algebra, Calculus, Data Structures, Mathematics, Complexity Analysis, Algorithms, Set Theory, Logic, Number Theory, Graph Theory, Discrete Mathematics","Swift, TypeScript, Java, Kotlin",0,0,9,49
Student111,Roll111,7.1590058116550725,"Graph Algorithms, Dynamic Programming","Statistics, Data Structures, Graph Theory, Complexity Analysis, Algorithms, Calculus, Differential Equations, Logic, Set Theory, Numerical Analysis, Probability, Linear Algebra, Discrete Mathematics, Mathematics","Swift, Java, C#",0,3,4,91
Student112,Roll112,6.644885149016018,"Array, Linked List, Stacks and Queues, Greedy Algorithms, Dynamic Programming","Differential Equations, Mathematics, Linear Algebra, Number Theory, Discrete Mathematics, Calculus, Numerical Analysis, Algorithms","Rust, JavaScript",1,2,5,64
Student113,Roll113,9.718790609370291,"Recursion, Stacks and Queues, Greedy Algorithms, Hashing, Searching Algorithms, Sorting Algorithms","Differential Equations, Mathematics, Probability, Numerical Analysis, Calculus, Algorithms, Number Theory, Complexity Analysis, Linear Algebra, Set Theory","JavaScript, Java, Kotlin",0,0,2,100
Student114,Roll114,9.232481518257668,"String Algorithms, Recursion, Stacks and Queues, Graph Algorithms, Array, Backtracking, Bit Manipulation, Sorting Algorithms","Number Theory, Linear Algebra, Discrete Mathematics, Calculus, Mathematics, Algorithms, Set Theory, Data Structures","PHP, Go",0,4,9,89
Student115,Roll115,8.533615026041694,"String Algorithms, Tree Algorithms, Sorting Algorithms, Stacks and Queues, Linked List, Searching Algorithms, Hashing, Divide and Conquer","Logic, Discrete Mathematics, Linear Algebra, Graph Theory, Set Theory, Statistics, Mathematics, Probability, Data Structures, Differential Equations, Number Theory, Complexity Analysis, Numerical Analysis, Algorithms","Java, Go, PHP, TypeScript",0,4,7,100
Student116,Roll116,9.48584236075087,"Recursion, Sorting Algorithms, Divide and Conquer","Graph Theory, Algorithms, Numerical Analysis, Number Theory, Calculus, Data Structures, Logic, Complexity Analysis, Mathematics, Discrete Mathematics, Differential Equations, Linear Algebra","Go, C++",0,0,1,100
Student117,Roll117,9.214688307596457,"Array, String Algorithms, Stacks and Queues, Divide and Conquer, Tree Algorithms, Graph Algorithms, Bit Manipulation",Complexity Analysis,"JavaScript, TypeScript, Swift, Java, PHP",0,0,5,41
Student118,Roll118,6.746280235544143,"Linked List, Recursion, Sorting Algorithms, Backtracking, Searching Algorithms, Graph Algorithms, Dynamic Programming, Tree Algorithms, Divide and Conquer, String Algorithms, Stacks and Queues","Graph Theory, Discrete Mathematics, Statistics, Linear Algebra, Data Structures, Mathematics, Logic, Number Theory","C++, Rust, PHP, JavaScript, C#",0,2,1,88
Student119,Roll119,9.570235993959912,"Recursion, Dynamic Programming, Stacks and Queues, Sorting Algorithms, Divide and Conquer, Greedy Algorithms, Tree Algorithms, Backtracking, Array, String Algorithms, Linked List, Bit Manipulation, Searching Algorithms, Graph Algorithms","Differential Equations, Statistics, Discrete Mathematics, Mathematics, Data Structures, Logic, Algorithms, Complexity Analysis, Calculus","Rust, C#, Ruby, Java",1,0,8,100
Student120,Roll120,8.157368967662602,"Stacks and Queues, Greedy Algorithms, Sorting Algorithms, Recursion","Probability, Logic, Differential Equations, Set Theory, Algorithms, Discrete Mathematics, Calculus, Data Structures, Numerical Analysis, Number Theory, Linear Algebra, Statistics, Graph Theory, Complexity Analysis, Mathematics","Go, TypeScript, Python, Kotlin, C#",0,2,5,84
Student121,Roll121,9.22976062065625,"Greedy Algorithms, String Algorithms, Array, Divide and Conquer, Backtracking, Stacks and Queues, Linked List, Sorting Algorithms, Hashing, Dynamic Programming, Searching Algorithms, Bit Manipulation, Graph Algorithms, Tree Algorithms","Number Theory, Discrete Mathematics, Probability, Mathematics, Differential Equations, Set Theory, Statistics, Data Structures, Graph Theory, Logic, Numerical Analysis, Complexity Analysis, Linear Algebra, Calculus","C++, Swift",1,4,8,76
Student122,Roll122,9.584365199693973,"Array, String Algorithms","Linear Algebra, Mathematics, Logic, Complexity Analysis, Discrete Mathematics, Probability, Number Theory, Differential Equations, Numerical Analysis, Graph Theory, Calculus, Data Structures, Set Theory, Statistics","JavaScript, Swift, TypeScript, C++",1,2,3,67
Student123,Roll123,7.2720138998874555,"Searching Algorithms, String Algorithms, Hashing, Linked List, Recursion","Data Structures, Numerical Analysis, Statistics, Discrete Mathematics, Differential Equations, Logic, Set Theory, Graph Theory, Number Theory, Algorithms, Calculus, Probability, Complexity Analysis","Kotlin, TypeScript, Ruby, Python",0,0,2,64
Student124,Roll124,6.440207698110707,"String Algorithms, Searching Algorithms, Greedy Algorithms, Backtracking, Divide and Conquer, Sorting Algorithms, Stacks and Queues",Numerical Analysis,"TypeScript, Swift, Kotlin",1,1,1,36
Student125,Roll125,6.911740650167767,"Tree Algorithms, Hashing, Stacks and Queues, Sorting Algorithms, Recursion, Graph Algorithms","Algorithms, Graph Theory, Number Theory, Numerical Analysis","Ruby, C#",1,0,7,98
Student126,Roll126,7.708431154505025,"Sorting Algorithms, Greedy Algorithms, Backtracking, Stacks and Queues, Array, String Algorithms","Set Theory, Mathematics, Differential Equations, Logic, Discrete Mathematics, Linear Algebra","Java, C++, Python, C#",0,1,3,33
Student127,Roll127,9.272059063689973,"Divide and Conquer, Tree Algorithms, Searching Algorithms, Bit Manipulation, Dynamic Programming, Backtracking, Linked List, Greedy Algorithms, Recursion, String Algorithms, Hashing, Array","Calculus, Data Structures, Probability, Statistics, Linear Algebra, Logic, Number Theory, Mathematics, Differential Equations, Graph Theory, Complexity Analysis, Set Theory, Algorithms, Discrete Mathematics, Numerical Analysis","JavaScript, Ruby, TypeScript, Rust",1,4,1,49
Student128,Roll128,9.442922333025374,"Bit Manipulation, Tree Algorithms, String Algorithms","Graph Theory, Discrete Mathematics, Calculus","Rust, C++, PHP, Swift, Python",0,3,8,100
Student129,Roll129,6.027808522124763,"Hashing, Sorting Algorithms, Tree Algorithms","Discrete Mathematics, Mathematics, Algorithms, Logic, Differential Equations, Statistics",Python,1,4,7,100
Student130,Roll130,8.042989210310264,"Recursion, Stacks and Queues, Graph Algorithms, Sorting Algorithms, String Algorithms, Bit Manipulation, Backtracking, Linked List, Searching Algorithms, Array, Divide and Conquer, Dynamic Programming, Tree Algorithms, Hashing","Discrete Mathematics, Logic, Probability, Number Theory, Algorithms, Set Theory, Linear Algebra, Numerical Analysis, Statistics","Go, C#",0,4,4,100
Student131,Roll131,7.669644012595116,"Stacks and Queues, Hashing, Graph Algorithms","Set Theory, Algorithms, Differential Equations, Probability","JavaScript, C#",1,4,7,100
Student132,Roll132,6.888431241882921,"Hashing, Backtracking, Linked List, Divide and Conquer, Dynamic Programming, Greedy Algorithms, Searching Algorithms","Calculus, Numerical Analysis, Data Structures, Set Theory","C#, Python, Java, Ruby",0,2,4,100
Student133,Roll133,6.479461469334732,Backtracking,"Data Structures, Probability, Algorithms, Mathematics, Statistics, Logic, Number Theory, Set Theory, Graph Theory, Linear Algebra, Discrete Mathematics, Differential Equations, Calculus, Numerical Analysis, Complexity Analysis","Kotlin, Go, JavaScript",0,4,6,37
Student134,Roll134,7.350460685614512,"String Algorithms, Sorting Algorithms, Stacks and Queues, Divide and Conquer, Array, Bit Manipulation, Linked List, Recursion, Tree Algorithms, Greedy Algorithms, Hashing, Dynamic Programming, Backtracking, Graph Algorithms, Searching Algorithms","Data Structures, Complexity Analysis, Number Theory, Mathematics, Logic, Statistics, Set Theory",Python,1,3,4,74
Student135,Roll135,9.771638815650077,"Searching Algorithms, Greedy Algorithms, Array, Tree Algorithms, Backtracking, Divide and Conquer, Sorting Algorithms","Differential Equations, Statistics, Mathematics, Complexity Analysis, Numerical Analysis, Discrete Mathematics, Calculus","Ruby, PHP, Python",0,0,4,87
Student136,Roll136,7.292811728083021,"Linked List, Greedy Algorithms, Divide and Conquer, Graph Algorithms, Backtracking, Bit Manipulation, Dynamic Programming, Tree Algorithms","Data Structures, Calculus, Statistics",Python,0,1,3,97
Student137,Roll137,8.075162486973465,"Recursion, Sorting Algorithms, Hashing, String Algorithms, Bit Manipulation, Dynamic Programming, Tree Algorithms, Backtracking, Linked List, Greedy Algorithms","Graph Theory, Discrete Mathematics, Probability, Statistics, Number Theory, Complexity Analysis, Mathematics, Linear Algebra","Swift, C++",1,4,4,37
Student138,Roll138,8.81207583558071,Hashing,"Statistics, Algorithms, Discrete Mathematics, Linear Algebra, Calculus, Differential Equations, Numerical Analysis, Graph Theory, Set Theory, Logic","PHP, C++, Ruby",0,1,6,71
Student139,Roll139,7.454518409517176,"Dynamic Programming, Sorting Algorithms, Linked List, Hashing, Backtracking, String Algorithms, Graph Algorithms, Stacks and Queues, Recursion",Numerical Analysis,"TypeScript, JavaScript, Go",0,4,2,49
Student140,Roll140,9.887128330883844,"Backtracking, Sorting Algorithms, Bit Manipulation, Dynamic Programming, Hashing, String Algorithms, Tree Algorithms, Searching Algorithms, Stacks and Queues, Divide and Conquer, Greedy Algorithms","Set Theory, Statistics, Numerical Analysis, Linear Algebra","Rust, Swift, TypeScript, Go, PHP",1,2,3,76
Student141,Roll141,9.849789179768445,Sorting Algorithms,"Set Theory, Calculus, Linear Algebra, Data Structures, Discrete Mathematics, Number Theory, Algorithms, Numerical Analysis, Logic, Probability, Graph Theory, Statistics, Differential Equations","Rust, Go, TypeScript, Python, Kotlin",1,1,7,99
